question,label,answer,,,,,
中国人民站起来了,内容,"1949年3月，中国共产党七届二中全会在河北平山县西柏坡召开。毛泽东在政治报告中指出从现在起，党的工作必须由乡村转移到城市，以恢复和发展生产为一切工作的中心。报告确定了全国胜利后中国共产党在政治、经济、外交方面的基本政策，以及中国从农业国转变为工业国、从新民主主义社会转变到社会主义社会的总任务。
1949年9月，中国人民政治协商会议第一届全体会议在北平隆重开幕。大会代表对各项会议报告和国名、国旗、国徽、国歌等问题进行了充分讨论，一致决定采用中华人民共和国的国名。大会通过了《中国人民政治协商会议共同纲领》、《中国人民政治协商会议组织法》、《中华人民共和国中央人民政府组织法》等重要文件。《共同纲领》规定中华人民共和国为新民主主义即人民民主主义的国家，实行工人阶级领导的、以工农联盟为基础的、团结各民主阶级和国内各民族的人民民主专政。大会选举产生了中央人民政府委员会。
10月1日下午2时，中央人民政府委员会举行第一次全体会议，一致决议接受《共同纲领》为施政纲领。中华人民共和国的成立，结束了帝国主义、封建主义和官僚资本主义长期压迫和剥削中国各族人民的历史，使半殖民地半封建的中国成为真正具有独立主权的国家；以工人阶级为领导、工农联盟为基础的人民民主政权，是中国历史上不曾有过的国家政权。新中国的成立，为国家政治建设的逐步开展奠定了牢固的基石。中国历史从此进入一个新纪元。",,,,,
中国人民政治协商会议第一次全会,内容,《共同纲领》规定的新中国的国家性质新民主主义即人民民主国家。共同纲领具有临时宪法的性质，此时的政协代行全国人大的职能。,,,,,
中国社会主义民主政治基本内容,内容,（1）人民代表大会制度（新中国根本政治制度）（2）中国共产党领导的多党合作和政治协商制度（3）民族区域自治制度,,,,,
中国社会主义民主政治特色,内容,（1）人民代表大会制度（新中国根本政治制度）（2）中国共产党领导的多党合作和政治协商制度（3）民族区域自治制度,,,,,
中国社会主义市场经济体制的建立过程,背景,"①1992年春，邓小平南方谈话为建立社会主义市场经济奠定理论基础
②1992中共十四大指出经济体制改革的目标是建立社会主义市场经济体制
③1993中共十四届三中全会建立社会主义市场经济体制，使市场在国家宏观调控下对资源配置起基础作用④1997中共十五大在所有制问题上突破
④2000初步建立
",,,,,
中国社会主义市场经济体制的建立过程,意义,加快我国经济现代化建设，与国际市场经济体制接轨，进一步解放发展生产力，促进经济现代化建设使我国从总体上达到小康水平，朝着全面建设小康社会迈进，使资源配置更加合理。,,,,,
中国通过采取哪些重大经济举措，完成了从新民主主义向社会主义的过渡,内容,接收帝国主义在华资产，没收官僚资本企业归国家所有；开展大规模的土地改革；进行社会主义工业化建设；实现国家对农业、手工业和资本主义工商业的社会主义改造。,,,,,
中国同盟会的建立,原因,加强革命力量的联合,,,,,
中国同盟会的建立背景过程,背景,1905，中国同盟会在日本东京成立，孙中山任总理,,,,,
中国同盟会的建立的目的是什么,原因,加强革命力量的联合,,,,,
中国同盟会的建立性质,内容,近代中国第一个统一的资产阶级政党,,,,,
中国同盟会的建立政治纲领,内容,驱除鞑虏，恢复中华，创立民国，平均地权（后为民族、民权和民生）,,,,,
中国同盟会的建立组织基础,内容,兴中会、华兴会等资产阶级革命团体,,,,,
中国同盟会的政治纲领,内容,a民族主义（背景）驱除鞑虏，恢复中华，以革命暴力推翻清王朝的反动统治，争取实现民族的独立自主（民族革命）b民权主义（核心）创立民国，进行政治革命，推翻封建帝制，建立资产阶级共和国c民生主义（补充和发展）平均地权，解决以土地为中心的财富重心分配问题,,,,,
中国同盟会的政治纲领,背景,但是没有明确提出反对帝国主义,,,,,
中国同盟会的政治纲领,意义,三民主义是比较完整的资产阶级民主革命纲领(性质)。集中表达了资产阶级对民主政治的追求和在中国发展资本主义的要求，反映了中国人民要求民族独立和国家富强的共同愿望，代表了时代前进的方向。成为鼓舞仁人志士进行革命斗争的理论旗帜,,,,,
中国同盟会的政治纲领是什么,内容,驱除鞑虏，恢复中华，创立民国，平均地权（后为民族、民权和民生）,,,,,
中国同盟会的政治纲领提出,背景,1905年，驱除鞑虏，恢复中华，创立民国，平均地权；同年在《民报》解释为民族、民权、民生三民主义,,,,,
中国戏曲,背景,中国戏曲从原始的歌舞发展而来。春秋战国时期出现了以乐舞戏谑为业的艺人，称为优伶。元杂剧把中国的戏曲艺术推向了成熟。明朝时候，戏曲演出成为城乡人民重要的文化生活内容。江苏昆山一带形成的昆曲，流传甚广。,,,,,
中国新民主主义革命的伟大胜利,意义,"新民主主义革命的胜利，结束了数千年来中国社会极少数剥削者统治广大劳动人民的历史，结束了一百多年来帝国主义奴役中华民族的历史。中国人民从此站立起来，当家做主，真正成为国家的主人。
新民主主义革命的胜利，结束了中国半殖民地半封建社会的历史，建立起一个统一的人民民主专政的新民主主义国家，从根本上改变了中国社会的发展方向。这为中国摆脱贫穷落后的面貌、实现国家繁荣富强和人民共同富裕扫清了障碍，创造了必要的背景。
中国新民主主义革命的胜利，在一个人口占全人类四分之一的大国里扫荡了帝国主义的势力，从而极大地改变了世界政治力量的对比。这一方面有力地推动了世界被压迫民族和人民争取解放的斗争，另一方面也极大地增强了世界和平力量。",,,,,
中国与东盟交往的情况。,背景,东盟国家是我友好近邻，我国已同东盟所有成员建立外交关系，并于1996年成为东盟全面对话伙伴国。近几年来，我国同东盟关系顺利发展，高层往来频繁，政治关系日益密切。1997年12月，江泽民主席出席东盟－中、日、韩首脑非正式会议，并与东盟国家领导人进行了单独会议。双方发表了《中国－东盟首脑会议联合声明》，确定了中国－东盟面向21世纪睦邻互信伙伴关系的方向和指导原则。1998年12月，胡锦涛副主席出席在河内举行的第二次中国－东盟领导人非正式会议。1999年11月，2000年11月和2001年11月，朱镕基总理出席了在菲律宾举行的第三次、在新加坡举行的第四次和在文莱举行的第五次中国－东盟领导人会议。中国与东盟之间高层政治往来频繁。2001年来访的东盟国家政要有：马来西亚最高元首苏丹·萨拉胡丁（4月24－29日）、总理马哈蒂（2月26－27日、10月20－21日）、泰国诗琳通公主（2月、8月）、总理塔信（8月27－29日）、柬埔寨参议院主席谢辛（3月）、菲律宾总统阿罗约（10月29－31日）、老挝副总理兼外长宋沙瓦·凌沙瓦（4月16－24日）、文莱苏丹哈桑纳尔·博尔基亚（5月15日）、新加坡总统纳丹（9月12－21日）、资政李光耀（6月7－12日）、越共中央总书记农德孟（11月30－12月4日）、国会副主席梅叔麟、武庭炬（7月、8月）、副总理阮功丹、阮孟琴（10月、11月）。2001年，中方领导人出访东盟的主要有：中国国家主席江泽民访问缅甸（12月12－15日），李鹏委员长访问柬埔寨（5月18－27日）、文莱（5月21－23日）、越南（9月7－10日），朱镕基总理访问泰国（5月18－22日）、印尼（11月7－11日），李瑞环政协主席访问新加坡（11月18－23日），胡锦涛副主席访问越南（4月19－22日）。此外，江泽民主席会见了来华出席APEC会议的新、马、泰、菲、文、印尼六国领导人。2001年，我与东盟双边贸易额为416.2亿美元，同比增长5.3%。其中我出口183.9亿美元，增长6.9％；进口232.3亿美元，增长4.7％。贸易逆差48亿美元，增长0.1％。东盟与我互为第5大和第6大贸易伙伴。,,,,,
中国早期政治制度,内容,1.神权与王权的结合2.以血源关系为纽带形成的国家政治结构3.最高执政集团尚未实现权力的高度集中,,,,,
